baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,taxon_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Superkingdom.1
0.953478751961122,0.594315559437738,0.18334519813112868,3.2415114521444015,0.0011889765682533049,0.07675809060527512,192138.1,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;NA
2.9609593871327617,0.7239939614419889,0.2392379165967208,3.0262509042929553,0.002476067438879843,0.07675809060527512,21407.1,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,NA,NA,Bacteria;;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;NA;NA
0.8359616360391346,0.7072658174053453,0.2315037296633691,3.0550946994840413,0.0022498946883380004,0.07675809060527512,254595.1,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,NA,NA,NA,Bacteria;;Firmicutes;Clostridia;Clostridiales;NA;NA;NA
0.49363527199160867,0.5621017251396825,0.2163556924636366,2.598044538320415,0.009375633235589481,0.21798347272745544,103181.1,Bacteria,NA,NA,NA,NA,NA,NA,NA,Bacteria;NA;NA;NA;NA;NA;NA;NA
1.9182092143848446,0.5184310076484929,0.22244828668101588,2.330568670065359,0.019776115120739565,0.3678357412457559,71581.1,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,NA,Bacteria;;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;NA
0.5540470963262475,-0.4944454608298835,0.23969617904168092,-2.062800762226185,0.03913156159905662,0.6065392047853776,57078,Bacteria,NA,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,NA,Bacteria;;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium
0.5862213615026975,0.4056471799712987,0.2173253546011948,1.8665432789270533,0.061965394880331016,0.8232545319815407,34164.1,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;NA
0.1631227117803599,-0.2053138852565556,0.517410559976283,-0.3968103883808764,0.6915072895231524,0.9991424834886768,140233,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,Bacteria;;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium
0.39299884483834324,0.08906638758982142,0.2520977195983147,0.353301044260683,0.7238627627398909,0.9991424834886768,140233.1,Bacteria,NA,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,NA,Bacteria;;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;NA
0.12297058658480864,-0.05049998390577189,0.601786926750224,-0.08391671812892718,0.933122647300341,0.9991424834886768,256813,Bacteria,NA,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA,Bacteria;;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella
0.28864919832084,0.0018141897959329503,0.3064428411223381,0.00592015721198946,0.9952764255552227,0.9991424834886768,256813.1,Bacteria,NA,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,NA,Bacteria;;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;NA
0.4750998719151466,-0.25102545166773477,0.2481045837391814,-1.0117727285990972,0.311646732202751,0.9991424834886768,192138,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
0.09810298592299863,0.09217013471975471,0.6713671368676479,0.1372872302772916,0.8908037636255859,0.9991424834886768,240960.1,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;NA
0.0725748495503422,-0.17256675421903797,0.920386778881462,-0.18749373435020095,0.8512735358464767,0.9991424834886768,175409.1,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;NA
0.07034503968416334,-0.08068758137339854,0.8782566434228857,-0.09187244067853524,0.9267993879877594,0.9991424834886768,114812.1,Bacteria,NA,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,NA,Bacteria;;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;NA
